sqft,bedrooms,bathrooms,floors,waterfront,view,condition,grade,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
2890,6,3.25,2.0,0,0,3,9,1915,1987,98117,47.7033,-122.37,3360,9190,893000
1890,3,2.75,1.0,0,0,4,7,1967,0,98031,47.3978,-122.198,2200,5040,314000
1720,3,2.5,1.5,0,0,4,7,2002,0,98144,47.5869,-122.287,1590,4230,383000
2500,5,3.0,2.0,0,2,2,7,1914,0,98033,47.6867,-122.2,2270,14110,947000
1940,4,2.25,1.0,0,0,4,8,1996,0,98178,47.4957,-122.237,1140,5270,369000
3190,5,3.0,1.5,0,0,3,8,1996,0,98118,47.5555,-122.283,3330,1640,672000
1850,4,2.75,2.0,0,0,3,8,1995,0,98115,47.6614,-122.307,1820,9230,647000
2200,2,2.5,3.0,0,0,3,5,1983,0,98004,47.6294,-122.208,1820,12630,1212000
2250,4,3.0,1.0,0,0,3,8,1999,0,98199,47.6512,-122.393,1710,9240,800000
2060,3,2.5,2.0,0,0,5,9,1996,0,98199,47.6523,-122.407,1700,6210,991000
1340,3,1.75,1.5,0,0,4,7,1989,0,98023,47.3187,-122.347,1070,6850,265000
3440,6,4.0,1.0,0,0,2,9,1980,0,98033,47.6968,-122.223,4710,7450,1473000
1740,4,2.0,2.0,0,2,4,8,1951,0,98106,47.5418,-122.348,1160,3410,483000
2310,5,2.75,1.5,0,0,3,8,1980,0,98144,47.5754,-122.289,3010,11460,693000
3040,6,3.0,1.0,0,2,3,10,1933,0,98118,47.5486,-122.288,2870,6390,887000
1250,1,2.0,1.0,0,0,3,6,1962,0,98106,47.5272,-122.354,1210,11870,233000
2410,4,3.25,2.0,0,0,3,8,1985,0,98125,47.6967,-122.298,1700,6370,628000
2490,5,3.75,2.0,0,2,5,9,1952,0,98031,47.4185,-122.212,2140,15630,632000
1920,4,2.0,1.0,0,0,1,7,1902,0,98052,47.6857,-122.1,1860,5850,539000
1390,1,1.5,1.0,0,0,4,6,1918,0,98178,47.4943,-122.271,1180,6780,229000
1600,5,2.25,2.0,0,0,4,7,1927,0,98031,47.4324,-122.191,1130,5660,239000
1870,3,2.25,3.0,0,0,3,7,1938,0,98042,47.3567,-122.113,1490,16300,372000
1150,2,1.0,2.0,0,2,3,6,1990,0,98178,47.5124,-122.276,1130,6360,210000
4470,7,5.0,2.0,0,0,3,12,1904,0,98042,47.3521,-122.122,3290,5750,964000
2090,3,3.25,1.0,0,0,4,7,1931,0,98052,47.6538,-122.115,2330,2770,734000
1580,4,1.5,2.0,0,0,5,7,1964,0,98004,47.6147,-122.214,1720,3990,920000
1100,4,1.25,1.0,0,0,3,6,1904,0,98199,47.6459,-122.397,1000,7110,446000
1560,2,1.75,2.0,0,0,3,7,1979,0,98031,47.4093,-122.198,1030,9980,292000
1340,1,0.75,3.0,0,0,4,6,1939,0,98033,47.6722,-122.191,1220,6040,543000
2740,4,2.0,1.0,0,0,4,9,1919,0,98103,47.6679,-122.357,2670,4830,979000
1930,5,2.75,1.0,0,0,4,4,1929,0,98004,47.6305,-122.205,2070,9820,640000
2000,4,3.25,1.0,0,0,3,7,1915,0,98118,47.5426,-122.267,1830,3660,510000
1890,4,2.25,1.5,0,0,3,6,1951,0,98103,47.6846,-122.328,1640,7660,449000
1010,2,1.5,1.0,0,0,3,6,1971,0,98144,47.5774,-122.282,1200,9880,225000
1200,3,2.25,2.0,0,0,1,7,2010,0,98115,47.6822,-122.286,1470,9200,387000
1710,3,1.75,2.0,0,0,3,7,1934,0,98112,47.6387,-122.305,2010,4800,999000
2120,3,2.75,2.0,0,0,3,8,1921,0,98106,47.5289,-122.362,2120,7500,337000
1930,4,3.0,1.0,0,0,4,7,2006,0,98144,47.5864,-122.302,1300,5510,556000
1230,3,1.5,2.0,0,0,3,7,1929,0,98144,47.5885,-122.292,1200,9330,273000
1070,1,1.0,1.0,0,0,4,5,1994,0,98199,47.6565,-122.396,880,6340,282000
2190,4,2.75,1.0,0,0,4,7,1921,0,98023,47.3392,-122.379,2190,4900,370000
1430,3,2.0,1.0,0,0,3,8,1985,0,98117,47.7018,-122.356,1690,4820,403000
3650,6,3.75,1.0,0,0,3,9,1915,0,98112,47.661,-122.305,3800,7830,1395000
1830,4,2.5,2.0,0,0,3,8,1943,0,98004,47.6238,-122.213,1630,11250,822000
2000,3,2.25,1.0,0,0,3,10,1910,0,98031,47.41,-122.201,2360,7980,596000
2060,4,1.75,1.0,0,0,3,7,1902,0,98031,47.4004,-122.218,2260,3550,358000
870,3,2.0,1.0,0,4,4,5,1919,0,98199,47.6443,-122.411,650,1920,409000
1870,5,1.75,2.0,0,0,4,6,2013,0,98115,47.6777,-122.298,1510,5300,586000
2720,5,4.0,1.0,0,0,3,10,1968,0,98033,47.6825,-122.176,2120,7880,1246000
1800,4,2.25,1.0,1,4,3,8,1982,0,98033,47.6785,-122.182,1370,7290,1310000
1580,3,2.0,1.0,0,0,4,8,1912,2009,98144,47.5876,-122.279,810,13530,410000
4050,6,4.75,1.0,0,1,4,9,1906,0,98199,47.6517,-122.387,2850,10540,1609000
2740,5,3.75,1.0,0,0,4,8,2006,0,98059,47.4942,-122.12,2290,2450,784000
1710,4,2.25,3.0,0,0,3,7,1966,0,98023,47.3037,-122.356,1330,7760,309000
2920,5,4.0,2.0,0,0,4,9,1939,0,98125,47.7147,-122.315,1710,4250,908000
890,2,2.0,1.0,0,0,3,6,1900,0,98052,47.6612,-122.139,660,4090,333000
3300,5,3.5,1.0,0,0,3,8,1985,0,98199,47.6608,-122.413,2710,13260,1478000
1520,3,1.75,2.0,0,0,4,8,1901,0,98118,47.5523,-122.27,1500,6420,282000
3000,5,4.25,1.0,0,0,5,9,2009,0,98125,47.7066,-122.301,3030,8900,951000
2820,6,3.5,1.0,0,0,4,9,1990,0,98033,47.6889,-122.209,2600,7390,1227000
2480,4,3.0,2.0,0,0,3,9,1947,0,98106,47.539,-122.363,2050,8840,589000
2390,5,2.5,1.0,0,0,3,7,2011,0,98178,47.5083,-122.237,2240,13390,511000
2340,3,2.75,1.0,0,0,4,8,1922,0,98178,47.5065,-122.248,2150,12770,509000
1660,3,2.25,3.0,0,0,3,8,1946,0,98178,47.4996,-122.241,1390,2860,300000
2950,6,3.25,3.0,0,2,3,9,1939,0,98199,47.6505,-122.398,2750,23410,1569000
1620,3,1.75,1.0,0,0,3,7,1947,0,98144,47.5767,-122.285,980,5660,337000
3140,6,3.0,2.0,0,0,4,10,1999,0,98059,47.4654,-122.135,3260,10810,928000
4410,7,5.5,1.0,0,0,3,11,1934,0,98133,47.7383,-122.351,2950,6750,1315000
1440,3,2.0,1.0,0,0,3,6,1924,0,98115,47.7001,-122.284,1170,12370,403000
3060,4,4.0,1.5,0,0,3,9,1935,0,98023,47.312,-122.366,2910,3830,522000
1650,3,1.5,1.0,0,0,3,7,1914,0,98178,47.4882,-122.259,1200,3230,251000
840,1,0.75,2.0,0,0,4,5,1999,0,98031,47.4078,-122.214,740,16100,156000
2550,6,2.5,1.5,0,0,5,9,1960,0,98118,47.5442,-122.29,2720,9290,706000
1080,2,1.75,2.0,0,0,3,7,2010,0,98118,47.5616,-122.252,600,12650,222000
1020,3,1.75,2.0,0,0,3,6,1982,0,98125,47.6975,-122.31,1070,10000,218000
1530,4,2.0,1.0,0,0,3,7,2008,0,98103,47.6654,-122.343,1570,6510,377000
2540,5,3.5,1.0,0,0,2,7,1981,0,98033,47.6747,-122.199,2200,8120,919000
1310,2,2.0,1.0,0,0,3,8,1955,0,98059,47.4776,-122.154,1030,10280,455000
1610,4,2.25,2.0,0,2,4,7,1985,0,98023,47.2924,-122.347,1530,4740,297000
1330,3,2.25,2.0,0,0,3,5,1913,0,98023,47.3292,-122.366,1360,7060,189000
1080,3,1.75,2.0,0,0,4,6,1931,0,98144,47.5819,-122.266,1350,5560,339000
2300,3,3.5,2.0,0,0,3,7,1996,0,98115,47.6706,-122.304,2120,8020,701000
1100,2,1.25,1.0,0,0,3,6,2003,0,98199,47.6717,-122.398,780,3920,333000
1690,4,1.75,2.0,0,0,3,7,1901,0,98117,47.6907,-122.393,1590,5900,415000
1910,3,2.75,3.0,0,0,3,7,1955,0,98125,47.7198,-122.323,1650,5810,552000
1410,3,1.5,2.0,0,0,3,8,1935,0,98117,47.6727,-122.348,1140,4890,503000
1690,4,2.0,1.0,0,0,4,7,1915,2001,98112,47.6453,-122.304,1280,4730,808000
2650,5,2.5,1.0,0,0,4,7,1957,0,98117,47.6701,-122.372,2430,5510,969000
2130,3,2.25,2.0,0,0,3,7,1904,0,98004,47.6069,-122.186,1980,9670,917000
1980,5,2.5,1.0,0,0,3,9,1912,0,98103,47.6958,-122.366,2220,13840,539000
1000,3,1.25,2.0,0,0,4,5,1911,0,98199,47.641,-122.396,960,3620,315000
1430,4,1.75,3.0,0,2,4,7,1961,0,98199,47.6699,-122.396,1280,9630,740000
1220,2,1.5,2.0,0,0,3,7,1939,0,98103,47.6846,-122.34,1310,7910,319000
1730,4,2.5,2.0,0,0,3,8,1952,0,98031,47.4212,-122.199,1200,13810,353000
1900,5,2.25,3.0,0,0,3,8,1944,0,98031,47.436,-122.177,1640,3580,429000
2080,5,2.5,1.5,0,0,3,7,1972,0,98178,47.4897,-122.219,1910,3260,413000
1100,2,1.25,3.0,0,0,4,6,1959,0,98112,47.6386,-122.295,1130,19510,487000
2000,5,3.0,1.0,0,0,3,7,1957,0,98133,47.7297,-122.339,1040,6830,354000
2170,3,3.0,1.0,0,0,3,9,1931,0,98117,47.7072,-122.384,1940,8800,831000
1610,4,1.5,2.0,0,0,4,6,1958,0,98031,47.4416,-122.198,1240,8220,348000
2810,6,2.75,2.0,0,0,3,7,1964,0,98042,47.3661,-122.13,2780,8230,405000
3490,6,4.0,1.0,0,0,3,8,2005,0,98178,47.4921,-122.246,2740,15230,607000
2290,5,3.0,1.0,0,4,3,8,2014,0,98125,47.7095,-122.284,2270,4090,665000
3160,5,3.5,1.0,0,0,3,8,1920,1990,98133,47.743,-122.356,2520,3590,655000
2340,5,2.75,2.0,0,0,3,8,1981,0,98059,47.4913,-122.12,2640,9690,862000
2000,5,2.75,2.0,0,0,4,8,1957,0,98031,47.4174,-122.192,1460,8180,458000
2640,5,4.0,2.0,0,0,3,8,1957,0,98115,47.6904,-122.313,2610,3480,887000
2510,5,3.5,2.0,0,0,3,10,1987,0,98115,47.6704,-122.295,2230,11770,871000
1740,3,2.25,2.0,0,0,3,8,1957,0,98052,47.6726,-122.128,2150,13040,659000
2070,4,2.5,1.0,0,0,3,7,1920,0,98023,47.2998,-122.356,2870,10640,266000
3440,7,4.25,2.0,0,3,4,11,2006,0,98042,47.3657,-122.116,3350,5920,835000
1040,3,1.25,2.0,0,0,3,6,1927,0,98004,47.6058,-122.175,1040,8340,522000
3620,7,4.25,2.0,0,0,3,10,1919,0,98112,47.632,-122.292,2620,3700,1631000
1090,3,1.75,2.0,0,0,3,4,1997,0,98144,47.5813,-122.303,700,7260,241000
1500,4,2.5,2.0,0,0,3,6,1994,0,98106,47.5342,-122.345,1340,5540,285000
2010,4,2.0,2.0,0,0,4,8,1946,2007,98199,47.657,-122.405,2380,6720,911000
1850,4,2.5,1.5,0,0,3,6,1925,0,98133,47.7272,-122.341,2220,8590,407000
2680,4,3.5,1.0,0,0,3,9,1997,0,98103,47.6741,-122.345,1760,4280,979000
1860,4,2.25,1.0,0,3,3,7,1958,0,98112,47.6222,-122.301,1940,14390,864000
2540,4,3.25,1.0,0,0,5,9,1925,0,98112,47.6061,-122.302,2190,3530,1248000
1860,5,2.5,1.5,0,0,4,7,1998,0,98031,47.4141,-122.21,1460,10920,436000
830,3,0.75,1.5,0,0,3,6,1939,0,98059,47.5012,-122.155,740,18900,160000
2400,4,3.25,1.0,0,0,3,9,1956,1992,98004,47.6186,-122.195,1810,6010,1753000
2550,4,2.5,1.5,0,0,4,8,1949,2005,98004,47.6059,-122.216,1800,10330,1441000
2050,3,2.25,1.0,0,2,4,7,1988,0,98118,47.5264,-122.285,1920,22490,446000
1570,3,2.0,1.5,0,0,5,6,1926,0,98004,47.6155,-122.206,1570,4070,765000
1170,2,2.0,1.0,0,0,4,6,1999,0,98115,47.6786,-122.313,1000,5400,306000
2020,4,2.5,2.0,0,0,5,9,2002,0,98052,47.6746,-122.141,1500,10460,1067000
2900,5,2.75,3.0,0,0,3,8,1926,0,98031,47.4097,-122.211,2750,4700,556000
1470,4,2.0,1.0,0,0,4,7,2006,0,98112,47.6326,-122.278,1420,6720,699000
4950,7,5.5,1.0,0,0,5,11,1941,0,98112,47.6356,-122.3,4930,2670,2947000
1690,4,2.5,3.0,0,3,5,8,1935,0,98178,47.513,-122.214,1190,10800,596000
2220,5,2.75,1.0,0,0,3,7,1968,0,98052,47.6718,-122.118,2780,3240,772000
2140,4,2.75,2.0,0,0,3,8,1925,0,98106,47.5226,-122.34,1550,11650,336000
1290,3,1.75,1.5,0,0,3,5,2007,0,98115,47.6817,-122.306,1010,6240,328000
1540,5,1.75,1.0,0,0,3,6,1967,1985,98112,47.6027,-122.305,1440,12920,863000
1870,3,2.75,3.0,0,0,3,8,2003,0,98059,47.4824,-122.124,820,5860,636000
3590,7,4.0,3.0,1,3,4,10,1982,0,98178,47.4876,-122.237,2100,10020,1614000
1680,4,2.0,1.5,0,0,3,9,1909,0,98118,47.5204,-122.274,1150,9640,342000
1500,4,2.0,1.5,0,0,3,7,1907,0,98199,47.6537,-122.407,1410,13300,568000
2800,4,2.75,1.5,0,0,3,10,1957,0,98115,47.6907,-122.305,2010,8580,1185000
1760,4,2.5,1.0,0,0,5,8,1971,0,98023,47.3309,-122.362,1830,26620,340000
4580,7,5.0,1.5,1,4,3,11,1918,0,98144,47.5712,-122.315,3310,6360,2592000
1520,3,2.0,1.0,0,0,3,8,1922,2004,98133,47.7493,-122.337,1420,5680,331000
3450,5,4.75,1.5,0,0,3,8,1917,0,98023,47.2993,-122.354,3220,7880,659000
1490,3,2.75,2.0,0,0,4,7,1975,0,98004,47.6181,-122.211,1150,10710,622000
1990,5,2.75,1.0,0,0,4,7,1969,0,98133,47.7296,-122.342,1740,5160,532000
1330,2,1.5,2.0,0,0,3,7,1947,0,98023,47.3034,-122.359,1210,5520,239000
2650,4,2.75,1.0,0,0,5,8,2002,0,98199,47.6524,-122.405,2610,4800,1283000
1700,3,2.25,1.5,0,0,3,7,1905,0,98004,47.6192,-122.192,1810,17160,800000
1230,3,2.0,2.0,0,0,3,6,1935,0,98103,47.6821,-122.328,810,13740,409000
2710,5,3.5,1.0,0,0,3,8,2013,0,98133,47.7342,-122.339,2270,4190,640000
2720,5,2.25,1.0,0,0,3,8,1915,0,98112,47.6313,-122.302,2390,13620,1113000
3050,5,3.5,1.0,0,0,4,9,2001,0,98117,47.6917,-122.399,2810,7720,976000
2230,4,2.75,1.5,0,0,4,6,1946,0,98117,47.6864,-122.385,1750,6730,546000
1610,4,2.25,2.0,0,0,5,7,1903,1987,98004,47.5993,-122.19,1350,12250,883000
3160,5,3.5,1.0,0,0,3,7,1939,0,98118,47.5414,-122.262,2720,10240,665000
1460,5,1.25,1.0,0,0,4,8,1936,0,98118,47.5508,-122.282,1460,11160,426000
1480,3,2.25,1.0,0,0,3,7,1990,0,98199,47.6436,-122.375,1230,15720,425000
3700,7,3.75,1.0,0,0,3,11,1907,0,98004,47.5992,-122.2,3600,6820,2074000
2400,5,2.75,1.0,0,0,4,8,1995,0,98059,47.4761,-122.134,2390,8190,615000
1240,2,2.0,2.0,0,0,4,6,1974,0,98023,47.2946,-122.365,1250,5450,240000
1430,4,1.25,1.0,0,0,4,5,1930,0,98031,47.3919,-122.176,920,8420,193000
2660,5,3.25,1.0,0,0,3,6,1977,0,98023,47.3172,-122.352,3190,3110,330000
2040,3,2.75,1.0,0,0,3,8,1977,0,98103,47.6619,-122.353,1670,9980,636000
2070,4,2.5,2.0,0,0,2,6,1971,0,98042,47.3814,-122.114,1920,6250,283000
2490,4,2.75,1.5,0,0,4,9,1962,0,98031,47.4359,-122.212,1890,9270,563000
1080,2,1.75,1.0,0,0,4,5,1981,0,98133,47.7453,-122.349,680,8030,202000
2180,5,3.5,1.0,0,0,3,8,1919,0,98023,47.3065,-122.337,2010,3630,436000
3400,6,3.75,2.0,0,0,3,8,1989,0,98023,47.2971,-122.357,2920,5870,621000
2920,4,4.0,1.0,0,0,4,8,1933,0,98059,47.4931,-122.119,2840,6530,613000
1020,2,1.5,1.0,0,2,1,6,1919,0,98117,47.6973,-122.386,740,5380,312000
960,2,1.25,1.0,0,0,3,4,1993,0,98052,47.6797,-122.113,710,10820,303000
2810,4,3.75,1.5,0,0,3,10,2011,0,98133,47.7636,-122.358,2950,6550,842000
1320,3,1.75,1.0,0,0,3,7,1976,0,98133,47.7361,-122.348,1100,8810,323000
1610,2,1.5,1.0,0,0,3,8,1906,0,98052,47.6894,-122.112,1100,2230,741000
1470,3,1.75,2.0,0,4,4,7,1962,2015,98052,47.673,-122.112,1760,5290,556000
1220,3,0.75,1.0,0,0,3,6,1902,0,98052,47.6814,-122.11,1210,10040,352000
1610,4,2.25,1.0,0,0,3,7,1922,0,98178,47.4767,-122.233,1640,13330,276000
2850,5,3.0,3.0,0,0,3,8,1904,0,98033,47.6813,-122.182,2720,11250,1027000
2480,4,3.0,2.0,0,1,4,8,1915,0,98178,47.4836,-122.237,2760,5800,534000
1470,3,1.75,1.0,0,0,3,7,2000,0,98004,47.6242,-122.212,1260,4430,797000
2540,5,2.5,2.0,0,0,3,9,1925,0,98106,47.545,-122.354,2060,9040,387000
950,2,1.75,1.5,0,0,3,6,1916,0,98178,47.5086,-122.238,870,8910,157000
1950,4,2.25,1.0,0,3,3,9,1991,0,98052,47.6603,-122.141,1760,14990,921000
2790,3,3.75,2.0,0,0,4,9,1958,0,98133,47.7432,-122.346,2680,8030,722000
2230,5,2.75,1.0,0,0,3,8,1944,0,98033,47.6914,-122.186,2330,5180,723000
720,3,2.25,1.0,0,0,4,6,1978,0,98103,47.6624,-122.361,600,8760,289000
1520,4,1.5,1.0,0,0,3,8,1955,0,98023,47.2918,-122.369,830,6900,344000
890,3,1.5,2.0,0,0,5,6,1916,0,98133,47.731,-122.343,690,2570,199000
2930,5,3.25,2.0,0,0,4,8,1972,0,98199,47.6673,-122.404,2400,4470,1025000
1680,5,1.25,1.0,0,0,3,6,1933,0,98042,47.374,-122.097,1790,7370,225000
2750,6,3.25,1.0,0,0,3,10,1956,0,98178,47.4922,-122.239,3030,7010,574000
1820,3,2.5,1.0,0,0,3,7,2014,0,98117,47.6829,-122.368,1530,6440,514000
3150,6,4.0,3.0,0,0,4,9,1988,0,98004,47.5902,-122.22,2670,5400,1605000
1090,2,1.0,1.0,0,0,3,7,1906,0,98004,47.6025,-122.2,600,8540,684000
2930,5,3.25,2.0,0,0,4,9,1943,0,98199,47.6462,-122.393,2860,2810,1103000
2270,3,2.25,1.0,0,2,3,8,2000,0,98178,47.4913,-122.242,1860,4250,601000
2290,4,3.25,1.0,0,0,5,7,2011,0,98115,47.6679,-122.295,2100,3990,758000
1940,4,2.25,1.5,0,0,3,7,1984,0,98103,47.6776,-122.323,2010,7570,591000
1850,4,2.25,1.0,0,0,3,7,1936,1992,98004,47.6124,-122.201,2090,8380,816000
2650,6,3.75,1.0,0,3,4,8,1914,0,98106,47.5545,-122.361,3220,7610,708000
1650,4,2.25,1.0,0,0,4,6,1979,2006,98125,47.7125,-122.285,1340,11230,393000
880,2,1.5,1.5,0,0,3,6,1970,0,98031,47.4025,-122.199,730,4490,179000
1880,5,1.75,1.0,0,0,3,9,1928,0,98033,47.6684,-122.194,1730,10150,756000
1400,3,1.25,1.0,0,0,5,8,1990,0,98106,47.5199,-122.362,950,7210,312000
2930,5,3.75,2.0,0,0,4,8,1925,0,98103,47.6737,-122.336,3670,4820,831000
2880,5,4.0,1.0,0,2,4,7,1941,2014,98031,47.411,-122.187,2320,4170,679000
1530,4,2.75,2.0,0,0,3,7,1928,0,98178,47.508,-122.268,1350,7710,361000
2070,5,3.0,1.0,0,0,4,8,1925,0,98117,47.6783,-122.373,1930,7920,596000
3220,7,3.5,1.0,0,0,3,9,1981,0,98059,47.4967,-122.123,3040,18480,841000
1760,2,2.75,2.0,0,0,4,7,1926,0,98103,47.6689,-122.337,980,9880,566000
1540,2,1.75,1.0,0,0,3,7,1926,0,98118,47.5385,-122.261,1900,6970,365000
1020,2,1.75,2.0,0,0,3,5,1937,0,98178,47.506,-122.222,920,7100,190000
4210,7,5.25,2.0,0,0,3,11,1967,1997,98144,47.5809,-122.293,5200,5290,1224000
1870,4,2.75,2.0,0,0,3,8,1973,0,98178,47.491,-122.261,1340,7170,388000
1950,4,2.75,2.0,0,0,4,8,1929,0,98023,47.3019,-122.369,1630,6670,350000
1600,3,1.75,1.0,0,0,3,7,1901,0,98042,47.3769,-122.123,1510,3590,210000
3930,6,4.5,1.0,0,0,3,11,1955,0,98059,47.4751,-122.132,2870,6990,1023000
2220,3,3.0,1.5,0,0,3,8,1947,0,98144,47.5754,-122.279,2460,9400,534000
2670,5,3.5,2.0,0,0,4,8,1992,0,98125,47.7117,-122.306,2580,12730,731000
1600,4,2.0,2.0,0,0,4,9,2005,0,98144,47.5713,-122.293,1270,8990,470000
1600,2,1.75,2.0,0,0,5,7,1940,2001,98052,47.6672,-122.138,1210,4440,662000
1110,3,1.5,1.5,0,0,3,7,2007,0,98042,47.3787,-122.133,1040,4760,206000
2260,6,3.0,2.0,0,0,3,7,1981,0,98144,47.565,-122.314,2230,4710,576000
1850,4,1.75,2.0,0,0,4,7,1981,0,98023,47.2967,-122.366,1540,3800,329000
1110,1,1.0,2.0,0,0,4,4,1993,0,98133,47.7467,-122.363,950,7190,178000
1810,4,2.5,2.0,0,0,3,8,2014,0,98117,47.6796,-122.396,2300,6230,495000
1170,3,1.25,2.0,0,0,3,7,1940,0,98199,47.6409,-122.397,1010,10910,374000
1910,3,3.0,2.0,0,0,5,7,1963,0,98118,47.5399,-122.266,1500,8510,431000
1630,3,2.5,1.0,0,0,3,6,1940,0,98117,47.6775,-122.388,1240,10930,470000
3230,6,3.5,1.0,0,0,3,8,1994,0,98059,47.4842,-122.115,2160,5480,814000
1880,5,2.75,2.0,0,0,3,6,1920,0,98118,47.5423,-122.31,2490,4880,342000
1890,4,1.75,1.0,0,0,4,6,1949,0,98133,47.7279,-122.328,1690,3760,416000
2380,5,3.0,1.5,0,3,3,8,1987,0,98144,47.5907,-122.288,1890,7040,771000
1150,3,1.25,1.0,0,0,4,6,1911,2011,98117,47.6795,-122.373,1230,9280,361000
1320,3,2.25,1.0,0,0,4,7,2003,0,98042,47.3506,-122.125,1050,23330,224000
780,2,1.25,1.0,0,0,4,6,1922,0,98023,47.3128,-122.357,730,6840,165000
3160,5,3.75,1.0,0,0,3,9,1989,0,98199,47.6285,-122.392,2930,10930,1030000
1110,2,1.25,1.0,0,0,3,7,1936,0,98033,47.6529,-122.206,1330,15760,416000
2400,4,4.0,1.0,0,0,5,7,1962,0,98042,47.3693,-122.133,2470,3410,386000
1980,3,2.5,2.0,0,0,4,7,1918,0,98199,47.6413,-122.381,1580,6900,691000
1160,3,2.0,1.0,0,0,4,6,1911,0,98103,47.6718,-122.339,860,7420,288000
2080,4,2.75,2.0,0,0,4,8,1972,0,98144,47.58,-122.292,2140,14050,550000
1570,4,2.0,2.0,0,0,3,7,1937,0,98031,47.4147,-122.206,1350,5770,342000
1320,2,2.5,1.5,0,2,3,7,1999,0,98059,47.4836,-122.13,1240,5450,296000
2000,3,2.75,1.5,0,0,3,8,1981,0,98042,47.3851,-122.121,2160,11100,370000
1640,4,2.0,2.0,0,0,4,7,1927,0,98117,47.6836,-122.368,960,3380,557000
1290,3,1.75,3.0,0,0,3,6,1936,0,98144,47.5852,-122.308,1390,13150,315000
2010,4,2.75,1.0,0,0,3,7,1984,0,98033,47.6851,-122.185,1790,4590,668000
1950,4,2.25,2.0,0,0,3,10,1921,0,98125,47.7132,-122.296,2050,5340,553000
2960,4,2.25,2.0,0,0,3,9,1973,0,98118,47.5473,-122.266,1900,3350,679000
2630,5,3.75,1.0,0,0,3,9,2001,0,98178,47.4738,-122.233,2490,13160,516000
2350,3,3.5,1.0,0,3,4,7,1909,0,98059,47.477,-122.124,1630,9200,668000
3640,7,4.25,1.0,0,0,3,10,1961,0,98031,47.4022,-122.198,2930,12460,662000
2940,5,3.5,2.0,0,0,3,8,1951,0,98199,47.6669,-122.431,2270,6400,1126000
2500,6,2.75,1.0,0,0,3,10,1909,0,98118,47.5208,-122.256,2740,10760,497000
1320,3,1.75,1.0,0,0,3,7,1990,0,98133,47.7324,-122.355,960,7800,278000
3320,5,4.0,1.0,0,0,3,9,1978,0,98117,47.6829,-122.407,4590,7890,1082000
1130,1,2.0,1.0,0,0,4,4,1989,0,98118,47.5429,-122.259,1470,3070,238000
1580,3,1.5,2.0,0,0,3,8,1923,0,98106,47.5338,-122.354,1400,7100,385000
6500,7,5.5,1.0,0,0,5,12,1955,0,98052,47.6886,-122.117,5320,23700,2987000
2890,5,3.75,2.0,0,0,3,9,1967,0,98118,47.5251,-122.267,3080,9750,602000
2640,5,3.0,1.0,0,0,5,8,1997,0,98103,47.6733,-122.332,3760,9240,869000
1980,4,3.0,1.0,0,0,5,7,2010,0,98117,47.6903,-122.403,2310,8150,498000
2690,5,3.5,1.5,0,0,3,9,1992,0,98178,47.4822,-122.248,2750,3680,456000
1150,3,2.0,1.0,0,0,3,6,1999,0,98117,47.6885,-122.386,1080,4580,347000
1370,4,2.25,2.0,0,0,3,6,1946,0,98106,47.5359,-122.342,1340,14090,274000
2270,5,2.75,2.0,0,0,3,8,1999,0,98106,47.5399,-122.347,1780,11300,551000
2140,4,3.0,1.0,0,0,3,7,1928,0,98144,47.5858,-122.272,2490,12480,469000
2330,4,3.0,2.0,0,0,2,8,1924,1990,98199,47.6504,-122.408,2070,6660,998000
3060,5,3.5,1.0,1,4,3,9,1939,0,98103,47.6633,-122.338,2950,6140,1967000
2720,5,3.5,1.5,0,0,3,9,1977,0,98125,47.7094,-122.297,3530,10950,719000
1940,5,2.75,1.5,0,1,3,6,1968,2011,98004,47.6062,-122.192,1590,2390,944000
2090,4,3.0,2.0,0,0,3,8,1965,0,98115,47.703,-122.28,1850,9280,505000
2870,5,4.0,1.0,0,0,4,10,1923,0,98178,47.5059,-122.255,3400,11460,662000
2240,4,2.5,1.0,0,0,3,8,1987,0,98199,47.6612,-122.375,1830,15900,1131000
2460,5,2.5,2.0,0,0,4,9,1978,0,98031,47.4151,-122.209,2570,4110,744000
2540,5,3.5,2.0,0,0,4,8,1910,0,98004,47.592,-122.207,2640,6030,1593000
1620,3,2.25,2.0,0,2,4,4,1912,0,98052,47.6734,-122.122,1480,17750,487000
850,2,1.0,3.0,0,2,3,5,1914,2010,98106,47.5134,-122.337,760,6620,162000
2240,5,3.5,1.0,0,0,3,7,1959,0,98059,47.4765,-122.126,2440,7090,529000
2600,5,2.5,1.0,0,0,3,8,1936,0,98033,47.6841,-122.206,1400,9800,1008000
1780,4,2.5,1.5,0,0,3,7,1913,0,98004,47.6312,-122.194,2010,10010,714000
1080,3,1.25,2.0,1,4,3,5,1976,0,98106,47.518,-122.353,920,5530,333000
2020,5,2.0,2.0,0,0,3,7,2000,0,98031,47.4008,-122.188,950,9080,470000
2240,3,3.0,1.0,0,0,3,8,1944,0,98133,47.7352,-122.337,1520,8670,689000
1620,4,2.75,1.0,0,0,3,7,1915,0,98144,47.5768,-122.295,1830,13760,418000
1420,3,2.5,2.0,0,0,3,7,1902,1991,98125,47.7316,-122.323,1260,5190,416000
3410,6,4.0,2.0,0,0,4,8,1937,0,98106,47.5454,-122.335,2690,6750,645000
