tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,phone_service,multiple_lines,churn
72,58.18,4386.52,One year,Mailed check,DSL,No,No,Yes,No,No,Yes,Male,1,No,No,Yes,No,0
3,92.51,268.06,Month-to-month,Bank transfer,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,Yes,Yes,No,0
61,76.97,4505.08,Two year,Mailed check,Fiber optic,No,No,Yes,No,No,No,Female,0,No,Yes,Yes,Yes,0
16,94.86,1489.0,Month-to-month,Credit card,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,No,Yes,Yes,No,1
13,48.86,604.54,Month-to-month,Credit card,DSL,No,No,No,No,No,No,Male,0,No,Yes,Yes,Yes,0
33,77.16,2622.29,Month-to-month,Credit card,Fiber optic,No,Yes,No,No,No,No,Female,1,Yes,No,Yes,Yes,1
38,83.22,3191.65,One year,Mailed check,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,Yes,Yes,0
23,86.03,2014.28,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,No,Yes,Female,0,No,No,Yes,No,0
43,19.86,841.39,One year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,No,0
19,63.35,1262.64,Month-to-month,Mailed check,DSL,No,No,Yes,No,No,Yes,Male,0,Yes,No,Yes,Yes,0
26,26.72,680.66,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,Yes,Yes,Yes,0
49,84.55,4104.02,One year,Credit card,Fiber optic,No,No,No,No,No,Yes,Female,0,Yes,No,Yes,Yes,0
18,60.62,1069.63,Month-to-month,Mailed check,DSL,Yes,No,No,Yes,Yes,No,Male,0,No,No,Yes,No,0
2,57.15,114.62,Month-to-month,Mailed check,DSL,No,No,Yes,No,No,No,Female,0,No,No,Yes,Yes,0
14,77.11,1055.38,Month-to-month,Bank transfer,Fiber optic,No,No,No,No,Yes,No,Male,0,Yes,No,Yes,No,1
31,48.99,1591.35,Month-to-month,Electronic check,DSL,No,No,Yes,No,No,No,Female,0,Yes,No,Yes,No,0
59,60.41,3432.86,Two year,Bank transfer,DSL,No,No,Yes,No,No,Yes,Male,0,Yes,No,Yes,No,0
25,56.0,1424.03,Month-to-month,Mailed check,DSL,No,No,No,No,No,Yes,Female,0,Yes,No,Yes,No,0
50,91.96,4730.02,Two year,Mailed check,Fiber optic,Yes,Yes,No,Yes,No,No,Male,0,No,No,Yes,No,0
33,59.98,1988.35,One year,Electronic check,DSL,Yes,No,No,Yes,No,No,Male,0,Yes,No,Yes,No,0
29,83.2,2515.24,Month-to-month,Mailed check,Fiber optic,No,No,No,Yes,No,No,Male,0,No,No,Yes,Yes,0
12,19.01,224.5,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,No,1
2,59.52,124.39,Month-to-month,Credit card,DSL,No,Yes,No,No,Yes,No,Male,0,Yes,No,Yes,No,0
7,70.85,505.31,One year,Bank transfer,DSL,Yes,No,Yes,No,Yes,Yes,Male,0,No,No,Yes,No,0
14,79.28,1072.58,Two year,Mailed check,Fiber optic,No,Yes,No,No,No,No,Male,0,Yes,No,Yes,Yes,0
13,52.67,662.67,Month-to-month,Electronic check,DSL,No,Yes,No,No,No,No,Female,0,No,Yes,Yes,Yes,0
23,64.72,1523.58,Month-to-month,Electronic check,DSL,No,Yes,Yes,Yes,No,Yes,Male,0,No,No,Yes,No,0
25,18.74,452.38,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,Yes,Yes,No,1
63,74.71,4827.01,One year,Electronic check,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,Yes,No,0
50,80.65,3880.67,Two year,Bank transfer,Fiber optic,No,No,Yes,No,No,Yes,Male,1,No,No,Yes,No,0
50,101.45,5221.62,Two year,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Male,1,Yes,No,Yes,No,0
53,20.38,1129.53,One year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,No,No phone service,0
71,79.36,5692.13,Two year,Mailed check,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,Yes,No,0
12,87.91,1070.69,Two year,Bank transfer,Fiber optic,No,No,No,No,Yes,No,Female,1,Yes,No,Yes,Yes,0
41,66.3,2687.09,One year,Credit card,DSL,No,No,Yes,No,No,Yes,Female,0,Yes,Yes,Yes,Yes,0
19,80.15,1480.36,Month-to-month,Credit card,DSL,Yes,Yes,Yes,No,No,Yes,Female,0,Yes,Yes,Yes,Yes,0
6,97.45,560.82,Month-to-month,Mailed check,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,No phone service,0
49,78.91,3898.65,One year,Credit card,Fiber optic,Yes,Yes,No,No,No,No,Male,0,Yes,No,Yes,No,0
35,56.46,1943.01,One year,Electronic check,DSL,No,No,No,Yes,Yes,No,Male,0,No,Yes,Yes,No,0
32,68.15,2230.58,Two year,Mailed check,DSL,No,Yes,No,Yes,Yes,No,Female,0,No,Yes,Yes,Yes,0
32,100.31,3059.05,Month-to-month,Electronic check,Fiber optic,No,Yes,Yes,Yes,No,Yes,Male,0,No,Yes,Yes,Yes,0
72,50.11,3753.51,Two year,Electronic check,DSL,No,No,No,No,No,Yes,Female,1,Yes,Yes,Yes,No,0
42,27.42,1173.08,Two year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,Yes,Yes,0
7,20.2,138.49,Two year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,No,0
23,31.47,722.49,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,Yes,Yes,Yes,0
10,64.6,625.29,Two year,Bank transfer,DSL,Yes,No,No,No,Yes,No,Female,0,Yes,Yes,Yes,Yes,0
30,56.2,1661.03,Month-to-month,Bank transfer,DSL,No,No,Yes,No,No,No,Female,0,Yes,Yes,Yes,Yes,0
8,83.73,678.27,Month-to-month,Electronic check,Fiber optic,No,Yes,No,No,No,No,Female,1,No,No,Yes,Yes,1
15,68.96,1043.08,Month-to-month,Credit card,DSL,Yes,No,No,Yes,No,Yes,Female,0,Yes,No,Yes,No,0
17,92.98,1530.94,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,No,No,Yes,Male,0,No,No,Yes,Yes,1
4,62.66,238.16,Month-to-month,Bank transfer,DSL,No,Yes,No,No,No,Yes,Female,0,Yes,No,Yes,Yes,0
22,46.29,990.63,Month-to-month,Credit card,DSL,No,No,No,No,No,No,Male,1,Yes,No,Yes,No,0
28,80.68,2333.95,Two year,Bank transfer,Fiber optic,Yes,No,No,No,No,No,Male,0,Yes,Yes,Yes,Yes,0
45,93.14,4231.34,Two year,Electronic check,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,No,No,Yes,No,0
33,77.53,2641.92,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,No,No,No,No,Female,0,No,Yes,Yes,No,1
5,73.86,382.02,Month-to-month,Mailed check,Fiber optic,No,No,Yes,No,No,No,Female,0,No,No,Yes,No,1
65,58.49,3701.37,Two year,Mailed check,DSL,No,Yes,No,No,No,Yes,Male,0,Yes,Yes,Yes,No,0
5,71.51,343.7,Month-to-month,Credit card,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,Yes,Yes,1
47,81.4,3998.82,One year,Bank transfer,Fiber optic,No,No,Yes,No,No,Yes,Female,0,Yes,No,No,No phone service,0
54,14.97,779.63,Two year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,Yes,Yes,No,0
65,47.91,3066.26,One year,Electronic check,DSL,No,No,No,Yes,No,No,Male,0,No,No,Yes,No,0
16,14.77,226.6,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,Yes,No,No phone service,1
31,57.03,1792.78,Month-to-month,Bank transfer,DSL,No,Yes,No,No,Yes,No,Male,0,No,Yes,Yes,No,0
59,86.03,5262.1,Two year,Electronic check,Fiber optic,Yes,No,Yes,No,Yes,No,Female,0,No,No,No,No phone service,1
14,87.17,1237.74,Month-to-month,Credit card,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,Yes,0
24,61.14,1474.22,Month-to-month,Bank transfer,DSL,Yes,No,Yes,No,No,No,Male,0,No,No,Yes,Yes,0
35,69.69,2551.22,Month-to-month,Credit card,DSL,No,Yes,No,Yes,No,Yes,Female,0,No,No,Yes,No,0
12,80.7,986.3,Month-to-month,Electronic check,Fiber optic,No,Yes,No,No,Yes,No,Female,0,No,Yes,Yes,No,1
21,88.3,1892.22,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,Yes,No,Female,0,Yes,No,Yes,Yes,1
39,102.05,3981.43,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,Yes,Yes,Female,0,No,No,Yes,Yes,0
42,25.61,1081.06,Two year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,Yes,Yes,Yes,0
30,78.58,2364.42,One year,Electronic check,Fiber optic,No,No,No,No,Yes,No,Male,1,No,Yes,Yes,No,1
51,65.4,3399.17,Two year,Bank transfer,DSL,Yes,Yes,No,Yes,No,Yes,Female,0,No,Yes,Yes,No,0
53,56.6,2977.39,Two year,Bank transfer,DSL,No,No,No,No,Yes,No,Female,0,No,No,Yes,Yes,0
14,82.89,1185.83,Month-to-month,Electronic check,Fiber optic,No,Yes,No,No,No,No,Male,0,Yes,Yes,Yes,Yes,1
33,20.63,659.7,Two year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,No,0
54,56.15,2953.54,Two year,Electronic check,DSL,No,No,No,Yes,No,Yes,Male,0,Yes,No,No,No phone service,0
47,62.36,2986.47,One year,Electronic check,DSL,No,No,Yes,No,Yes,No,Male,0,No,No,Yes,Yes,0
17,90.52,1484.31,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,No,No,Yes,Female,0,No,No,Yes,Yes,1
61,58.23,3473.65,One year,Electronic check,DSL,No,No,Yes,No,No,Yes,Female,0,No,No,Yes,No,0
5,62.83,316.3,Month-to-month,Electronic check,DSL,Yes,No,No,Yes,Yes,No,Female,0,No,Yes,Yes,No,0
15,60.41,876.75,Month-to-month,Bank transfer,DSL,Yes,Yes,Yes,No,No,No,Female,0,Yes,No,No,No phone service,0
10,57.61,568.81,Month-to-month,Bank transfer,DSL,No,Yes,No,Yes,No,No,Male,0,No,No,Yes,Yes,0
2,63.22,126.04,Month-to-month,Electronic check,DSL,No,No,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,No,0
18,75.24,1289.01,Month-to-month,Electronic check,DSL,No,Yes,No,Yes,Yes,No,Male,0,No,No,Yes,No,0
19,21.38,392.53,Two year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,No,0
3,22.71,67.29,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,Yes,1
4,25.91,104.13,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,Yes,1
39,85.16,3217.51,Month-to-month,Electronic check,Fiber optic,No,No,No,No,No,Yes,Male,0,Yes,No,Yes,No,0
10,86.61,869.16,Month-to-month,Mailed check,Fiber optic,Yes,No,No,Yes,No,No,Male,0,No,No,Yes,No,0
65,84.1,5388.85,Two year,Bank transfer,Fiber optic,No,No,No,No,No,Yes,Female,1,No,No,Yes,Yes,0
39,82.51,3266.87,Month-to-month,Bank transfer,Fiber optic,No,Yes,Yes,No,No,Yes,Male,0,Yes,Yes,Yes,No,0
28,69.65,2016.57,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,No,No,Female,0,Yes,No,Yes,No,1
20,90.41,1807.2,One year,Electronic check,Fiber optic,Yes,No,Yes,No,No,Yes,Female,0,No,Yes,Yes,Yes,0
33,72.8,2490.05,Month-to-month,Credit card,Fiber optic,No,No,Yes,No,No,No,Male,0,Yes,No,Yes,No,0
18,63.56,1183.35,Two year,Credit card,DSL,No,No,No,No,Yes,Yes,Male,1,No,No,No,No phone service,0
34,18.83,627.35,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,1,Yes,No,Yes,Yes,0
25,47.25,1168.58,Two year,Mailed check,DSL,No,No,No,No,No,No,Male,0,Yes,No,Yes,No,0
53,89.0,4625.17,One year,Bank transfer,Fiber optic,No,No,Yes,No,No,Yes,Female,0,Yes,No,Yes,Yes,0
68,59.52,3864.81,Two year,Mailed check,DSL,No,No,Yes,No,No,Yes,Male,1,No,Yes,Yes,No,0
59,99.07,5992.12,Two year,Mailed check,Fiber optic,Yes,Yes,No,Yes,Yes,No,Male,0,No,Yes,Yes,No,0
62,69.3,4269.95,One year,Bank transfer,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,Yes,0
47,62.91,3004.42,Two year,Credit card,DSL,No,Yes,Yes,No,Yes,No,Male,1,Yes,Yes,Yes,No,0
24,71.12,1730.78,Month-to-month,Bank transfer,DSL,No,Yes,Yes,No,Yes,Yes,Female,0,No,Yes,Yes,No,1
21,22.06,481.45,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,Yes,0
8,69.55,569.74,Month-to-month,Electronic check,DSL,No,No,Yes,Yes,Yes,No,Female,0,No,No,Yes,Yes,1
8,78.28,656.12,Month-to-month,Credit card,Fiber optic,No,No,No,Yes,No,No,Female,0,No,Yes,Yes,Yes,0
11,59.19,676.92,Two year,Credit card,DSL,Yes,Yes,Yes,No,No,No,Male,0,Yes,No,Yes,No,0
22,74.08,1564.15,Month-to-month,Electronic check,DSL,Yes,Yes,Yes,Yes,No,Yes,Female,0,No,No,Yes,No,0
19,57.87,1076.33,Month-to-month,Bank transfer,DSL,No,No,No,No,Yes,No,Female,0,No,No,Yes,No,0
35,92.96,3257.55,Month-to-month,Mailed check,Fiber optic,No,No,No,Yes,Yes,No,Female,0,No,No,Yes,Yes,0
9,72.33,645.46,Month-to-month,Mailed check,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,No,1
27,80.59,2223.31,Month-to-month,Credit card,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,No,No phone service,1
37,27.52,1008.89,One year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,Yes,Yes,0
8,58.2,457.25,Month-to-month,Mailed check,DSL,No,No,No,No,Yes,Yes,Male,1,No,Yes,Yes,No,1
35,73.51,2581.54,Two year,Mailed check,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,Yes,0
43,21.08,947.56,Two year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,1,No,Yes,Yes,No,0
51,83.73,4223.51,Two year,Bank transfer,Fiber optic,No,No,No,No,Yes,No,Female,1,No,No,Yes,Yes,0
8,54.18,423.6,Month-to-month,Credit card,DSL,No,No,No,No,Yes,No,Female,0,Yes,No,No,No phone service,0
6,71.84,413.14,Month-to-month,Credit card,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,No,1
36,66.93,2478.68,Month-to-month,Bank transfer,DSL,Yes,No,Yes,No,Yes,No,Female,0,Yes,No,Yes,No,0
29,50.9,1462.7,Month-to-month,Electronic check,DSL,No,No,Yes,Yes,No,No,Female,0,No,Yes,Yes,No,0
20,88.15,1778.62,Two year,Electronic check,Fiber optic,Yes,No,No,Yes,Yes,No,Male,0,No,No,Yes,No,0
5,64.78,333.13,Month-to-month,Electronic check,DSL,Yes,No,No,No,Yes,No,Male,0,No,No,No,No phone service,0
20,79.23,1604.28,Month-to-month,Mailed check,DSL,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,Yes,0
15,22.68,341.28,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,No,0
7,55.5,371.38,Two year,Mailed check,DSL,No,No,No,No,No,Yes,Male,1,No,No,Yes,No,0
19,20.8,409.87,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,No,No phone service,0
9,66.72,583.91,Two year,Electronic check,DSL,Yes,No,Yes,No,No,Yes,Female,0,Yes,Yes,Yes,Yes,0
15,21.0,318.87,Two year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,1,Yes,No,Yes,No,0
21,73.19,1503.49,Month-to-month,Credit card,Fiber optic,No,No,Yes,No,No,No,Male,0,Yes,Yes,No,No phone service,1
20,70.2,1416.14,Month-to-month,Mailed check,DSL,No,No,No,No,Yes,Yes,Male,0,Yes,No,Yes,Yes,0
41,83.35,3405.04,Two year,Bank transfer,Fiber optic,No,Yes,No,No,Yes,No,Male,0,No,Yes,No,No phone service,0
60,80.95,4784.97,One year,Mailed check,Fiber optic,No,No,Yes,No,No,Yes,Male,0,Yes,No,No,No phone service,0
9,74.59,698.17,Month-to-month,Bank transfer,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,Yes,Yes,1
69,49.95,3351.76,One year,Bank transfer,DSL,No,Yes,No,No,No,No,Female,0,No,No,Yes,No,0
16,47.45,766.93,Month-to-month,Electronic check,DSL,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,No,0
39,77.84,3148.64,One year,Electronic check,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,No,Yes,Yes,No,0
6,71.24,424.86,Month-to-month,Electronic check,DSL,No,No,No,No,Yes,Yes,Male,0,Yes,No,Yes,Yes,1
39,55.53,2120.16,Two year,Electronic check,DSL,No,No,No,No,No,Yes,Female,0,Yes,Yes,Yes,Yes,0
17,94.05,1541.26,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,No,No,Female,1,Yes,Yes,Yes,No,0
5,91.49,450.26,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,No,Yes,No,Female,1,Yes,No,Yes,Yes,1
27,94.54,2637.72,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,Yes,No,No,Female,1,No,No,Yes,Yes,0
36,21.33,746.08,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,No,0
21,47.55,974.83,Month-to-month,Electronic check,DSL,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,No,0
39,87.29,3275.57,Month-to-month,Mailed check,Fiber optic,No,No,Yes,Yes,No,Yes,Male,0,Yes,Yes,Yes,No,0
2,66.91,134.14,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,No,No,No,Female,0,Yes,No,Yes,No,0
28,89.51,2523.86,Two year,Electronic check,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,No,No,Yes,No,0
8,97.96,775.92,One year,Electronic check,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,1,No,No,Yes,Yes,0
30,88.18,2545.52,Month-to-month,Mailed check,Fiber optic,No,Yes,Yes,No,No,Yes,Female,1,Yes,No,Yes,No,0
37,19.86,721.44,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,No,0
31,67.89,2161.49,Month-to-month,Electronic check,DSL,No,No,Yes,Yes,Yes,No,Female,0,No,Yes,Yes,Yes,1
4,61.91,251.53,Month-to-month,Credit card,DSL,No,No,No,No,No,Yes,Male,0,No,Yes,Yes,Yes,0
37,21.7,783.18,One year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,No,0
31,40.9,1287.12,Month-to-month,Mailed check,DSL,No,No,No,No,No,No,Female,0,Yes,No,Yes,No,0
24,53.64,1240.73,Month-to-month,Electronic check,DSL,No,No,No,No,No,Yes,Female,0,Yes,No,Yes,No,1
12,102.96,1183.28,Month-to-month,Electronic check,Fiber optic,No,No,No,Yes,Yes,Yes,Female,0,No,No,Yes,Yes,1
28,67.55,1800.43,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,No,No,Male,0,Yes,No,Yes,No,0
24,85.9,2081.77,Two year,Bank transfer,Fiber optic,Yes,No,Yes,No,No,No,Male,1,No,Yes,Yes,Yes,0
25,23.07,600.33,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,Yes,Yes,0
39,45.75,1836.86,Month-to-month,Credit card,DSL,No,No,No,No,No,No,Male,0,No,Yes,Yes,No,0
15,19.4,296.22,Two year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,Yes,0
61,90.24,5776.22,Two year,Credit card,Fiber optic,Yes,No,No,No,No,Yes,Female,0,Yes,No,Yes,No,0
69,85.68,6144.83,One year,Electronic check,Fiber optic,No,Yes,No,No,Yes,No,Male,0,Yes,No,Yes,No,0
12,52.98,655.46,Month-to-month,Mailed check,DSL,Yes,No,No,No,No,No,Female,0,Yes,No,Yes,No,0
21,25.1,532.06,Two year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,No,0
15,19.11,297.91,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,No,1
52,51.54,2705.52,Two year,Bank transfer,DSL,No,No,No,No,Yes,No,Female,0,Yes,No,Yes,No,0
36,20.11,721.73,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,No,No phone service,0
30,67.71,1951.04,One year,Credit card,DSL,No,Yes,Yes,No,No,Yes,Female,0,Yes,No,Yes,Yes,0
6,94.41,575.87,One year,Credit card,Fiber optic,Yes,No,No,Yes,No,Yes,Male,1,Yes,No,No,No phone service,0
9,84.84,730.25,Month-to-month,Credit card,Fiber optic,No,No,No,Yes,No,Yes,Male,0,Yes,No,No,No phone service,1
15,74.6,1095.5,One year,Bank transfer,DSL,Yes,Yes,No,Yes,No,Yes,Female,0,No,Yes,Yes,Yes,0
43,58.55,2405.67,One year,Mailed check,DSL,No,No,No,No,Yes,No,Male,1,Yes,No,No,No phone service,0
69,22.84,1627.45,One year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,Yes,0
23,28.1,627.13,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,Yes,0
26,73.14,1810.93,Month-to-month,Credit card,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,No,Yes,No,0
8,64.85,499.57,Month-to-month,Mailed check,DSL,Yes,No,Yes,Yes,No,No,Female,0,Yes,No,No,No phone service,0
17,68.93,1123.32,One year,Electronic check,DSL,No,No,No,No,Yes,Yes,Male,0,No,No,Yes,Yes,0
1,90.88,90.86,Month-to-month,Mailed check,Fiber optic,No,No,Yes,Yes,No,Yes,Female,0,No,No,Yes,No,1
53,57.11,3102.78,One year,Mailed check,DSL,No,No,No,Yes,No,Yes,Male,0,No,No,Yes,No,0
61,85.04,5353.43,One year,Electronic check,Fiber optic,No,No,Yes,No,Yes,No,Male,1,Yes,Yes,Yes,No,0
56,87.13,4999.98,One year,Credit card,Fiber optic,Yes,No,Yes,No,No,Yes,Female,1,Yes,Yes,Yes,No,0
51,23.7,1223.65,Two year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,Yes,Yes,0
